episode,score,total_reward,epsilon
53,0,-8.099999999999998,0.9653733333333333
54,0,-6.899999999999999,0.96472
55,0,-6.899999999999999,0.9640666666666666
56,0,-8.099999999999998,0.9634133333333333
57,0,-6.899999999999999,0.9627600000000001
58,0,-4.499999999999998,0.9621066666666667
59,0,-8.099999999999998,0.9614533333333334
60,0,-8.099999999999998,0.9608
61,0,-7.499999999999998,0.9601466666666667
62,0,-7.499999999999998,0.9594933333333333
63,0,-8.099999999999998,0.95884
64,0,-5.699999999999998,0.9581866666666666
65,0,-6.899999999999999,0.9575333333333333
66,0,-5.699999999999998,0.95688
67,0,-6.899999999999999,0.9562266666666667
68,0,-8.099999999999998,0.9555733333333334
69,0,-6.899999999999999,0.95492
70,0,-7.499999999999998,0.9542666666666667
71,0,-3.899999999999998,0.9536133333333333
72,0,-8.099999999999998,0.95296
73,0,-8.099999999999998,0.9523066666666666
74,0,0.3000000000000007,0.9516533333333334
75,0,-8.099999999999998,0.951
76,0,-7.499999999999998,0.9503466666666667
77,0,-8.099999999999998,0.9496933333333333
78,0,-8.099999999999998,0.94904
79,0,-6.899999999999999,0.9483866666666667
80,0,-8.099999999999998,0.9477333333333333
81,0,-8.7,0.94708
82,0,-8.099999999999998,0.9464266666666666
83,0,-6.899999999999999,0.9457733333333334
84,0,-7.499999999999998,0.94512
85,0,-6.899999999999999,0.9444666666666667
86,0,-7.499999999999998,0.9438133333333334
87,0,-6.299999999999999,0.94316
88,0,-6.899999999999999,0.9425066666666667
89,0,-7.499999999999998,0.9418533333333333
90,0,-7.499999999999998,0.9412
91,0,-6.299999999999999,0.9405466666666666
92,0,-8.099999999999998,0.9398933333333334
93,0,-6.299999999999999,0.93924
94,0,-6.899999999999999,0.9385866666666667
95,0,-6.299999999999999,0.9379333333333333
96,0,-7.499999999999998,0.93728
97,0,-8.7,0.9366266666666667
98,0,-6.899999999999999,0.9359733333333333
99,0,-6.299999999999999,0.93532
100,0,-7.499999999999998,0.9346666666666666
101,0,-7.499999999999998,0.9340133333333334
102,0,-7.499999999999998,0.93336
103,0,-8.099999999999998,0.9327066666666667
104,0,-8.099999999999998,0.9320533333333333
105,0,-6.899999999999999,0.9314
106,0,-5.099999999999998,0.9307466666666666
107,0,-8.099999999999998,0.9300933333333333
108,0,-6.899999999999999,0.92944
109,0,-8.099999999999998,0.9287866666666666
110,0,-6.299999999999999,0.9281333333333334
111,0,-6.299999999999999,0.92748
112,0,-7.499999999999998,0.9268266666666667
113,0,-3.299999999999998,0.9261733333333333
114,0,-8.099999999999998,0.92552
115,0,-3.299999999999998,0.9248666666666667
116,0,-6.299999999999999,0.9242133333333333
117,0,-8.7,0.92356
118,0,-4.499999999999998,0.9229066666666667
119,0,-6.299999999999999,0.9222533333333334
120,0,-8.099999999999998,0.9216
121,0,-6.299999999999999,0.9209466666666667
122,0,-8.099999999999998,0.9202933333333333
123,0,-7.499999999999998,0.91964
124,0,-6.299999999999999,0.9189866666666666
125,0,-7.499999999999998,0.9183333333333333
126,0,-4.499999999999998,0.91768
127,0,-6.299999999999999,0.9170266666666667
128,0,-8.099999999999998,0.9163733333333334
129,0,-6.899999999999999,0.91572
130,0,-8.099999999999998,0.9150666666666667
131,0,-6.899999999999999,0.9144133333333333
132,0,-5.699999999999998,0.91376
133,0,-5.699999999999998,0.9131066666666666
134,0,-7.499999999999998,0.9124533333333333
135,0,-3.899999999999998,0.9117999999999999
136,0,-8.099999999999998,0.9111466666666667
137,0,-7.499999999999998,0.9104933333333334
138,0,-8.099999999999998,0.90984
139,0,-8.099999999999998,0.9091866666666667
140,0,-8.099999999999998,0.9085333333333333
141,0,-7.499999999999998,0.90788
142,0,-7.499999999999998,0.9072266666666666
143,0,-6.899999999999999,0.9065733333333333
144,0,-7.499999999999998,0.9059200000000001
145,0,-8.099999999999998,0.9052666666666667
146,0,-7.499999999999998,0.9046133333333334
147,0,-8.099999999999998,0.90396
148,0,-7.499999999999998,0.9033066666666667
149,0,-6.899999999999999,0.9026533333333333
150,0,-5.699999999999998,0.902
151,0,-8.099999999999998,0.9013466666666666
152,0,-7.499999999999998,0.9006933333333333
153,0,-7.499999999999998,0.90004
154,0,-8.7,0.8993866666666667
155,0,-7.499999999999998,0.8987333333333334
156,0,-8.099999999999998,0.89808
157,0,-7.499999999999998,0.8974266666666667
158,0,-6.299999999999999,0.8967733333333333
159,0,-8.099999999999998,0.89612
160,0,-8.099999999999998,0.8954666666666666
161,0,-8.099999999999998,0.8948133333333333
162,0,-8.099999999999998,0.89416
163,0,-6.899999999999999,0.8935066666666667
164,0,-6.299999999999999,0.8928533333333333
165,0,-8.099999999999998,0.8922
166,0,-8.099999999999998,0.8915466666666667
167,0,-5.699999999999998,0.8908933333333333
168,0,-6.899999999999999,0.89024
169,0,-8.099999999999998,0.8895866666666666
170,0,-8.099999999999998,0.8889333333333334
171,0,-7.499999999999998,0.88828
172,0,-8.099999999999998,0.8876266666666667
173,0,-5.699999999999998,0.8869733333333334
174,0,-6.299999999999999,0.88632
175,0,-5.699999999999998,0.8856666666666667
176,0,-6.899999999999999,0.8850133333333333
177,0,-6.899999999999999,0.88436
178,0,-8.7,0.8837066666666666
179,0,-7.499999999999998,0.8830533333333334
180,0,-7.499999999999998,0.8824
181,0,-8.099999999999998,0.8817466666666667
182,0,-6.899999999999999,0.8810933333333333
183,0,-7.499999999999998,0.88044
184,0,-6.299999999999999,0.8797866666666667
185,0,-8.099999999999998,0.8791333333333333
186,0,-6.299999999999999,0.87848
187,0,-4.499999999999998,0.8778266666666666
188,0,-6.899999999999999,0.8771733333333334
189,0,-5.699999999999998,0.87652
190,0,-5.699999999999998,0.8758666666666667
191,0,-6.899999999999999,0.8752133333333334
192,0,-6.899999999999999,0.87456
193,0,-8.099999999999998,0.8739066666666666
194,0,-6.899999999999999,0.8732533333333333
195,0,-6.899999999999999,0.8726
196,0,-7.499999999999998,0.8719466666666666
197,0,-6.899999999999999,0.8712933333333334
198,0,-6.899999999999999,0.87064
199,0,-7.499999999999998,0.8699866666666667
200,0,-3.299999999999998,0.8693333333333333
201,0,-8.099999999999998,0.86868
202,0,-4.499999999999998,0.8680266666666667
203,0,-1.4999999999999982,0.8673733333333333
204,0,-6.299999999999999,0.8667199999999999
205,0,-7.499999999999998,0.8660666666666667
206,0,-7.499999999999998,0.8654133333333334
207,0,-7.499999999999998,0.86476
208,0,-7.499999999999998,0.8641066666666667
209,0,-6.899999999999999,0.8634533333333333
210,0,-6.899999999999999,0.8628
211,0,-6.899999999999999,0.8621466666666666
212,0,-7.499999999999998,0.8614933333333333
213,0,-4.499999999999998,0.86084
214,0,-7.499999999999998,0.8601866666666667
215,0,-6.899999999999999,0.8595333333333333
216,0,-6.899999999999999,0.85888
217,0,-6.299999999999999,0.8582266666666667
218,0,-6.299999999999999,0.8575733333333333
219,0,-6.899999999999999,0.85692
220,0,-7.499999999999998,0.8562666666666667
221,0,-6.299999999999999,0.8556133333333333
222,0,-5.099999999999998,0.8549599999999999
223,0,-6.299999999999999,0.8543066666666667
224,0,-6.899999999999999,0.8536533333333334
225,0,-3.899999999999998,0.853
226,0,-6.299999999999999,0.8523466666666667
227,0,-6.899999999999999,0.8516933333333334
228,0,-6.899999999999999,0.85104
229,0,-6.899999999999999,0.8503866666666666
230,0,-3.299999999999998,0.8497333333333333
231,0,-7.499999999999998,0.8490800000000001
232,0,-8.7,0.8484266666666667
233,0,-6.899999999999999,0.8477733333333334
234,0,-6.299999999999999,0.84712
235,0,-7.499999999999998,0.8464666666666667
236,0,-6.299999999999999,0.8458133333333333
237,0,-8.7,0.84516
238,0,-8.099999999999998,0.8445066666666666
239,0,-8.099999999999998,0.8438533333333333
240,0,-6.899999999999999,0.8432
241,0,-7.499999999999998,0.8425466666666667
242,0,-6.299999999999999,0.8418933333333334
243,0,-6.299999999999999,0.84124
244,0,-6.899999999999999,0.8405866666666667
245,0,-7.499999999999998,0.8399333333333333
246,0,-8.099999999999998,0.83928
247,0,-6.899999999999999,0.8386266666666666
248,0,-8.7,0.8379733333333333
249,0,-6.899999999999999,0.83732
250,0,-8.099999999999998,0.8366666666666667
251,0,-7.499999999999998,0.8360133333333333
252,0,-5.099999999999998,0.83536
253,0,-7.499999999999998,0.8347066666666667
254,0,-6.899999999999999,0.8340533333333333
255,0,-6.299999999999999,0.8334
256,0,-6.899999999999999,0.8327466666666666
257,0,-7.499999999999998,0.8320933333333334
258,0,-6.299999999999999,0.83144
259,0,-7.499999999999998,0.8307866666666667
260,0,-6.899999999999999,0.8301333333333334
261,0,-5.699999999999998,0.82948
262,0,-7.499999999999998,0.8288266666666667
263,0,-3.899999999999998,0.8281733333333333
264,0,-5.099999999999998,0.82752
265,0,-2.699999999999998,0.8268666666666666
266,0,-7.499999999999998,0.8262133333333334
267,0,-8.099999999999998,0.8255600000000001
268,0,-6.899999999999999,0.8249066666666667
269,0,-7.499999999999998,0.8242533333333333
270,0,-3.899999999999998,0.8236
271,0,-8.099999999999998,0.8229466666666667
272,0,-5.099999999999998,0.8222933333333333
273,0,-7.499999999999998,0.82164
274,0,-6.899999999999999,0.8209866666666666
275,0,-8.099999999999998,0.8203333333333334
276,0,-7.499999999999998,0.81968
277,0,-6.899999999999999,0.8190266666666667
278,0,-8.099999999999998,0.8183733333333334
279,0,2.6999999999999993,0.81772
280,0,-7.499999999999998,0.8170666666666666
281,0,-8.099999999999998,0.8164133333333333
282,0,-6.899999999999999,0.81576
283,0,-7.499999999999998,0.8151066666666666
284,0,-6.299999999999999,0.8144533333333334
285,0,-6.899999999999999,0.8138
286,0,-8.099999999999998,0.8131466666666667
287,0,-2.699999999999998,0.8124933333333333
288,0,-3.299999999999998,0.81184
289,0,-3.899999999999998,0.8111866666666667
290,0,-3.899999999999998,0.8105333333333333
291,0,-7.499999999999998,0.8098799999999999
292,0,-7.499999999999998,0.8092266666666666
293,0,-4.499999999999998,0.8085733333333334
294,0,-6.899999999999999,0.80792
295,0,-6.899999999999999,0.8072666666666667
296,0,-5.699999999999998,0.8066133333333334
297,0,-7.499999999999998,0.80596
298,0,-7.499999999999998,0.8053066666666666
299,0,-7.499999999999998,0.8046533333333333
300,0,-4.499999999999998,0.804
301,0,-6.899999999999999,0.8033466666666667
302,0,-5.699999999999998,0.8026933333333334
303,0,-7.499999999999998,0.80204
304,0,-6.899999999999999,0.8013866666666667
305,0,-5.099999999999998,0.8007333333333333
306,0,-8.099999999999998,0.80008
307,0,-6.299999999999999,0.7994266666666667
308,0,-7.499999999999998,0.7987733333333333
309,0,-5.699999999999998,0.79812
310,0,-3.299999999999998,0.7974666666666667
311,0,-6.899999999999999,0.7968133333333334
312,0,-4.499999999999998,0.79616
313,0,-3.299999999999998,0.7955066666666667
314,0,-7.499999999999998,0.7948533333333333
315,0,-6.899999999999999,0.7942
316,0,-2.699999999999998,0.7935466666666666
317,0,-6.899999999999999,0.7928933333333333
318,0,-6.299999999999999,0.79224
319,0,-7.499999999999998,0.7915866666666667
320,0,-6.299999999999999,0.7909333333333333
321,0,-7.499999999999998,0.79028
322,0,-4.499999999999998,0.7896266666666667
323,0,-5.699999999999998,0.7889733333333333
324,0,-6.899999999999999,0.78832
325,0,-6.299999999999999,0.7876666666666666
326,0,-4.499999999999998,0.7870133333333333
327,0,-7.499999999999998,0.78636
328,0,-6.299999999999999,0.7857066666666667
329,0,-6.299999999999999,0.7850533333333334
330,0,-5.699999999999998,0.7844
331,0,-7.499999999999998,0.7837466666666666
332,0,-5.099999999999998,0.7830933333333333
333,0,-4.499999999999998,0.78244
334,0,-7.499999999999998,0.7817866666666666
335,0,-6.299999999999999,0.7811333333333333
336,0,-2.099999999999998,0.7804800000000001
337,0,-5.699999999999998,0.7798266666666667
338,0,-7.499999999999998,0.7791733333333333
339,0,-5.699999999999998,0.77852
340,0,-5.699999999999998,0.7778666666666667
341,0,-7.499999999999998,0.7772133333333333
342,0,-3.299999999999998,0.77656
343,0,-4.499999999999998,0.7759066666666667
344,0,-5.699999999999998,0.7752533333333333
345,0,-7.499999999999998,0.7746
346,0,-6.899999999999999,0.7739466666666667
347,0,-7.499999999999998,0.7732933333333334
348,0,-7.499999999999998,0.77264
349,0,-6.299999999999999,0.7719866666666667
350,0,-7.499999999999998,0.7713333333333333
351,0,-5.699999999999998,0.77068
352,0,-5.699999999999998,0.7700266666666666
353,0,-3.299999999999998,0.7693733333333334
354,0,-8.7,0.7687200000000001
355,0,-8.099999999999998,0.7680666666666667
356,0,-7.499999999999998,0.7674133333333333
357,0,-8.099999999999998,0.76676
358,0,-6.899999999999999,0.7661066666666667
359,0,-8.099999999999998,0.7654533333333333
360,0,-6.299999999999999,0.7648
361,0,-5.699999999999998,0.7641466666666666
362,0,-8.099999999999998,0.7634933333333334
363,0,-5.099999999999998,0.76284
364,0,-6.899999999999999,0.7621866666666667
365,0,-3.299999999999998,0.7615333333333333
366,0,-7.499999999999998,0.76088
367,0,-7.499999999999998,0.7602266666666666
368,0,-5.099999999999998,0.7595733333333333
369,0,-5.099999999999998,0.75892
370,0,-6.299999999999999,0.7582666666666666
371,0,-8.099999999999998,0.7576133333333334
372,0,-6.299999999999999,0.75696
373,0,-6.899999999999999,0.7563066666666667
374,0,-3.299999999999998,0.7556533333333333
375,0,-6.899999999999999,0.755
376,0,-6.299999999999999,0.7543466666666667
377,0,-7.499999999999998,0.7536933333333333
378,0,-5.099999999999998,0.75304
379,0,-6.299999999999999,0.7523866666666666
380,0,-5.099999999999998,0.7517333333333334
381,0,-3.299999999999998,0.75108
382,0,-4.499999999999998,0.7504266666666667
383,0,-4.499999999999998,0.7497733333333333
384,0,-6.299999999999999,0.74912
385,0,-6.899999999999999,0.7484666666666666
386,0,-7.499999999999998,0.7478133333333333
387,0,-7.499999999999998,0.74716
388,0,-5.099999999999998,0.7465066666666667
389,0,-7.499999999999998,0.7458533333333333
390,0,-5.699999999999998,0.7452
391,0,-7.499999999999998,0.7445466666666667
392,0,-6.899999999999999,0.7438933333333333
393,0,3.8999999999999986,0.74324
394,0,-8.7,0.7425866666666667
395,0,-6.899999999999999,0.7419333333333333
396,0,-5.099999999999998,0.7412799999999999
397,0,-5.099999999999998,0.7406266666666667
398,0,-5.099999999999998,0.7399733333333334
399,0,-4.499999999999998,0.73932
400,0,-6.299999999999999,0.7386666666666667
401,0,2.0999999999999996,0.7380133333333334
402,0,-5.099999999999998,0.73736
403,0,-6.899999999999999,0.7367066666666666
404,0,-6.899999999999999,0.7360533333333333
405,0,-5.099999999999998,0.7354
406,0,-7.499999999999998,0.7347466666666667
407,0,-5.699999999999998,0.7340933333333334
408,0,-5.699999999999998,0.73344
409,0,-4.499999999999998,0.7327866666666667
410,0,-6.899999999999999,0.7321333333333333
411,0,-5.099999999999998,0.7314799999999999
412,0,-5.099999999999998,0.7308266666666667
413,0,-6.299999999999999,0.7301733333333333
414,0,-5.699999999999998,0.72952
415,0,-7.499999999999998,0.7288666666666667
416,0,-5.099999999999998,0.7282133333333334
417,0,-5.099999999999998,0.72756
418,0,-6.899999999999999,0.7269066666666666
419,0,-6.899999999999999,0.7262533333333334
420,0,-3.299999999999998,0.7256
421,0,-8.099999999999998,0.7249466666666666
422,0,-6.899999999999999,0.7242933333333333
423,0,-6.899999999999999,0.7236400000000001
424,0,-6.299999999999999,0.7229866666666667
425,0,-4.499999999999998,0.7223333333333333
426,0,-5.699999999999998,0.7216800000000001
427,0,-4.499999999999998,0.7210266666666667
428,0,-6.299999999999999,0.7203733333333333
429,0,-4.499999999999998,0.71972
430,0,-4.499999999999998,0.7190666666666666
431,0,-6.899999999999999,0.7184133333333333
432,0,-6.299999999999999,0.71776
433,0,-5.699999999999998,0.7171066666666667
434,0,-6.299999999999999,0.7164533333333334
435,0,-7.499999999999998,0.7158
436,0,-8.099999999999998,0.7151466666666666
437,0,-6.299999999999999,0.7144933333333333
438,0,-5.699999999999998,0.71384
439,0,-6.899999999999999,0.7131866666666666
440,0,-7.499999999999998,0.7125333333333334
441,0,-3.299999999999998,0.7118800000000001
442,0,-5.699999999999998,0.7112266666666667
443,0,-5.099999999999998,0.7105733333333333
444,0,-0.29999999999999893,0.70992
445,0,-6.299999999999999,0.7092666666666667
446,0,-5.099999999999998,0.7086133333333333
447,0,-7.499999999999998,0.70796
448,0,-7.499999999999998,0.7073066666666666
449,0,-1.4999999999999982,0.7066533333333334
450,0,-6.899999999999999,0.706
451,0,-6.899999999999999,0.7053466666666666
452,0,-7.499999999999998,0.7046933333333334
453,0,-5.699999999999998,0.70404
454,0,-5.099999999999998,0.7033866666666667
455,0,-5.699999999999998,0.7027333333333333
456,0,-6.299999999999999,0.70208
457,0,-6.299999999999999,0.7014266666666666
458,0,-5.099999999999998,0.7007733333333332
459,0,-5.099999999999998,0.7001200000000001
460,0,-5.099999999999998,0.6994666666666667
461,0,-5.699999999999998,0.6988133333333333
462,0,-4.499999999999998,0.69816
463,0,-6.299999999999999,0.6975066666666667
464,0,-5.699999999999998,0.6968533333333333
465,0,-7.499999999999998,0.6961999999999999
466,0,-4.499999999999998,0.6955466666666668
467,0,-6.299999999999999,0.6948933333333334
468,0,-6.899999999999999,0.69424
469,0,0.3000000000000007,0.6935866666666667
470,0,-5.699999999999998,0.6929333333333334
471,0,-5.099999999999998,0.69228
472,0,-6.899999999999999,0.6916266666666666
473,0,-6.899999999999999,0.6909733333333333
474,0,-5.699999999999998,0.69032
475,0,-6.299999999999999,0.6896666666666667
476,0,-5.099999999999998,0.6890133333333333
477,0,-6.899999999999999,0.6883600000000001
478,0,-2.699999999999998,0.6877066666666667
479,0,-4.499999999999998,0.6870533333333333
480,0,-3.299999999999998,0.6864
481,0,-2.099999999999998,0.6857466666666667
482,0,-5.099999999999998,0.6850933333333333
483,0,-5.099999999999998,0.6844399999999999
484,0,-5.099999999999998,0.6837866666666668
485,0,-5.099999999999998,0.6831333333333334
486,0,-7.499999999999998,0.68248
487,0,-2.699999999999998,0.6818266666666667
488,0,-4.499999999999998,0.6811733333333334
489,0,-2.099999999999998,0.68052
490,0,-6.899999999999999,0.6798666666666666
491,0,-7.499999999999998,0.6792133333333333
492,0,-2.699999999999998,0.67856
493,0,-6.899999999999999,0.6779066666666667
494,0,-3.899999999999998,0.6772533333333334
495,0,-2.699999999999998,0.6766
496,0,-5.099999999999998,0.6759466666666667
497,0,-6.899999999999999,0.6752933333333333
498,0,-5.699999999999998,0.6746399999999999
499,0,-6.299999999999999,0.6739866666666667
500,0,-5.699999999999998,0.6733333333333333
501,0,-5.699999999999998,0.67268
502,0,-5.699999999999998,0.6720266666666667
503,0,-5.699999999999998,0.6713733333333334
504,0,-4.499999999999998,0.67072
505,0,-3.299999999999998,0.6700666666666666
506,0,-5.099999999999998,0.6694133333333334
507,0,-6.299999999999999,0.66876
508,0,-0.8999999999999986,0.6681066666666666
509,0,-4.499999999999998,0.6674533333333333
510,0,-3.899999999999998,0.6668000000000001
511,0,-6.299999999999999,0.6661466666666667
512,0,-3.899999999999998,0.6654933333333333
513,0,-2.699999999999998,0.66484
514,0,-6.299999999999999,0.6641866666666667
515,0,-6.899999999999999,0.6635333333333333
516,0,-7.499999999999998,0.66288
517,0,-4.499999999999998,0.6622266666666667
518,0,-6.899999999999999,0.6615733333333333
519,0,-5.699999999999998,0.66092
520,0,-3.299999999999998,0.6602666666666667
521,0,-8.099999999999998,0.6596133333333334
522,0,-8.099999999999998,0.65896
523,0,-7.499999999999998,0.6583066666666666
524,0,-5.099999999999998,0.6576533333333334
525,0,-0.8999999999999986,0.657
526,0,-6.899999999999999,0.6563466666666666
527,0,-6.299999999999999,0.6556933333333334
528,0,-5.699999999999998,0.6550400000000001
529,0,-2.699999999999998,0.6543866666666667
530,0,-3.899999999999998,0.6537333333333333
531,0,-4.499999999999998,0.6530800000000001
532,0,-7.499999999999998,0.6524266666666667
533,0,-6.899999999999999,0.6517733333333333
534,0,-2.099999999999998,0.65112
535,0,-8.099999999999998,0.6504666666666666
536,0,-3.899999999999998,0.6498133333333334
537,0,-5.099999999999998,0.64916
538,0,-6.299999999999999,0.6485066666666667
539,0,-5.099999999999998,0.6478533333333334
540,0,-6.299999999999999,0.6472
541,0,-8.099999999999998,0.6465466666666666
542,0,-8.7,0.6458933333333333
543,0,-3.899999999999998,0.64524
544,0,-7.499999999999998,0.6445866666666666
545,0,-3.899999999999998,0.6439333333333334
546,0,-6.299999999999999,0.6432800000000001
547,0,-6.299999999999999,0.6426266666666667
548,0,-2.099999999999998,0.6419733333333333
549,0,-6.299999999999999,0.64132
550,0,-5.699999999999998,0.6406666666666667
551,0,-5.099999999999998,0.6400133333333333
552,0,-4.499999999999998,0.63936
553,0,3.8999999999999986,0.6387066666666668
554,0,-5.699999999999998,0.6380533333333334
555,0,-3.899999999999998,0.6374
556,0,-5.699999999999998,0.6367466666666667
557,0,-5.099999999999998,0.6360933333333334
558,0,-2.699999999999998,0.63544
559,0,-2.699999999999998,0.6347866666666666
560,0,-3.299999999999998,0.6341333333333333
561,0,-2.099999999999998,0.63348
562,0,3.8999999999999986,0.6328266666666666
563,0,-1.4999999999999982,0.6321733333333333
564,0,-4.499999999999998,0.6315200000000001
565,0,-4.499999999999998,0.6308666666666667
566,0,-6.299999999999999,0.6302133333333333
567,0,-7.499999999999998,0.62956
568,0,-5.099999999999998,0.6289066666666667
569,0,-5.099999999999998,0.6282533333333333
570,0,-6.299999999999999,0.6275999999999999
571,0,-5.099999999999998,0.6269466666666668
572,0,-3.299999999999998,0.6262933333333334
573,0,-1.4999999999999982,0.62564
574,0,3.8999999999999986,0.6249866666666667
575,0,-3.899999999999998,0.6243333333333333
576,0,-7.499999999999998,0.62368
577,0,-3.899999999999998,0.6230266666666666
578,0,-6.899999999999999,0.6223733333333333
579,0,-5.099999999999998,0.62172
580,0,-0.8999999999999986,0.6210666666666667
581,0,-6.299999999999999,0.6204133333333334
582,0,-6.899999999999999,0.61976
583,0,-6.299999999999999,0.6191066666666667
584,0,2.6999999999999993,0.6184533333333333
585,0,-6.899999999999999,0.6178
586,0,-4.499999999999998,0.6171466666666667
587,0,-3.899999999999998,0.6164933333333333
588,0,-3.299999999999998,0.6158399999999999
589,0,-4.499999999999998,0.6151866666666667
590,0,-6.299999999999999,0.6145333333333334
591,0,-4.499999999999998,0.61388
592,0,-5.699999999999998,0.6132266666666667
593,0,-4.499999999999998,0.6125733333333334
594,0,-4.499999999999998,0.61192
595,0,-3.899999999999998,0.6112666666666666
596,0,-1.4999999999999982,0.6106133333333333
597,0,-4.499999999999998,0.6099600000000001
598,0,-5.099999999999998,0.6093066666666667
599,0,-5.699999999999998,0.6086533333333334
600,0,-6.299999999999999,0.608
601,0,-3.899999999999998,0.6073466666666667
602,0,-7.499999999999998,0.6066933333333333
603,0,-0.8999999999999986,0.6060399999999999
604,0,-5.099999999999998,0.6053866666666667
605,0,-7.499999999999998,0.6047333333333333
606,0,-4.499999999999998,0.60408
607,0,3.8999999999999986,0.6034266666666667
608,0,-4.499999999999998,0.6027733333333334
609,0,-6.299999999999999,0.60212
610,0,-1.4999999999999982,0.6014666666666666
611,0,-6.899999999999999,0.6008133333333334
612,0,-5.699999999999998,0.60016
613,0,-3.899999999999998,0.5995066666666666
614,0,-5.699999999999998,0.5988533333333333
615,0,-5.699999999999998,0.5982000000000001
616,0,-6.899999999999999,0.5975466666666667
617,0,-6.899999999999999,0.5968933333333333
618,0,-0.29999999999999893,0.5962400000000001
619,0,-5.699999999999998,0.5955866666666667
620,0,3.8999999999999986,0.5949333333333333
621,0,-5.099999999999998,0.59428
622,0,-6.299999999999999,0.5936266666666666
623,0,-6.899999999999999,0.5929733333333334
624,0,-2.699999999999998,0.59232
625,0,-7.499999999999998,0.5916666666666667
626,0,-5.099999999999998,0.5910133333333334
627,0,-5.099999999999998,0.59036
628,0,-4.499999999999998,0.5897066666666666
629,0,-5.099999999999998,0.5890533333333333
630,0,-6.899999999999999,0.5884
631,0,-7.499999999999998,0.5877466666666666
632,0,-3.299999999999998,0.5870933333333334
633,0,-2.699999999999998,0.5864400000000001
634,0,-6.299999999999999,0.5857866666666667
635,0,-7.499999999999998,0.5851333333333333
636,0,3.8999999999999986,0.58448
637,0,-2.099999999999998,0.5838266666666667
638,0,-2.099999999999998,0.5831733333333333
639,0,-6.299999999999999,0.58252
640,0,3.8999999999999986,0.5818666666666666
641,0,3.8999999999999986,0.5812133333333334
642,0,-5.099999999999998,0.58056
643,0,-5.699999999999998,0.5799066666666667
644,0,-1.4999999999999982,0.5792533333333334
645,0,-5.699999999999998,0.5786
646,0,-5.699999999999998,0.5779466666666667
647,0,-3.899999999999998,0.5772933333333333
648,0,0.9000000000000004,0.57664
649,0,-4.499999999999998,0.5759866666666666
650,0,-3.899999999999998,0.5753333333333333
651,0,-2.099999999999998,0.5746800000000001
652,0,-4.499999999999998,0.5740266666666667
653,0,-6.299999999999999,0.5733733333333333
654,0,-2.099999999999998,0.57272
655,0,-7.499999999999998,0.5720666666666667
656,0,-3.899999999999998,0.5714133333333333
657,0,-5.699999999999998,0.5707599999999999
658,0,-3.899999999999998,0.5701066666666668
659,0,-5.699999999999998,0.5694533333333334
660,0,-5.699999999999998,0.5688
661,0,-4.499999999999998,0.5681466666666667
662,0,-6.899999999999999,0.5674933333333333
663,0,-2.699999999999998,0.56684
664,0,-4.499999999999998,0.5661866666666666
665,0,-3.899999999999998,0.5655333333333333
666,0,-4.499999999999998,0.56488
667,0,-5.099999999999998,0.5642266666666667
668,0,-5.099999999999998,0.5635733333333333
669,0,-2.699999999999998,0.56292
670,0,2.0999999999999996,0.5622666666666667
